Datetime,Open,High,Low,Close,Adj Close,Volume
2024-11-07 00:00:00,1.0735372304916382,1.0742292404174805,1.0735372304916382,1.0738831758499146,1.0738831758499146,0
2024-11-07 00:15:00,1.0738831758499146,1.0738831758499146,1.072961449623108,1.0731916427612305,1.0731916427612305,0
2024-11-07 00:30:00,1.0730764865875244,1.0734220743179321,1.0730764865875244,1.0731916427612305,1.0731916427612305,0
2024-11-07 00:45:00,1.0731916427612305,1.073306918144226,1.0723860263824463,1.0723860263824463,1.0723860263824463,0
2024-11-07 01:00:00,1.0725010633468628,1.0730764865875244,1.0725010633468628,1.0730764865875244,1.0730764865875244,0
2024-11-07 01:15:00,1.0728462934494019,1.0728462934494019,1.0715816020965576,1.0716965198516846,1.0716965198516846,0
2024-11-07 01:30:00,1.0716965198516846,1.071926236152649,1.0715816020965576,1.071811318397522,1.071811318397522,0
2024-11-07 01:45:00,1.0722709894180298,1.0725010633468628,1.071926236152649,1.0720411539077759,1.0720411539077759,0
2024-11-07 02:00:00,1.0721560716629028,1.072961449623108,1.0721560716629028,1.0728462934494019,1.0728462934494019,0
2024-11-07 02:15:00,1.0728462934494019,1.073306918144226,1.0728462934494019,1.0731916427612305,1.0731916427612305,0
2024-11-07 02:30:00,1.0731916427612305,1.0736525058746338,1.0730764865875244,1.0736525058746338,1.0736525058746338,0
2024-11-07 02:45:00,1.0736525058746338,1.0738831758499146,1.0736525058746338,1.0738831758499146,1.0738831758499146,0
2024-11-07 03:00:00,1.0738831758499146,1.0738831758499146,1.0735372304916382,1.073767900466919,1.073767900466919,0
2024-11-07 03:15:00,1.073767900466919,1.0739984512329102,1.073767900466919,1.0739984512329102,1.0739984512329102,0
2024-11-07 03:30:00,1.0739984512329102,1.0742292404174805,1.0739984512329102,1.0742292404174805,1.0742292404174805,0
2024-11-07 03:45:00,1.0742292404174805,1.0744600296020508,1.0742292404174805,1.0743446350097656,1.0743446350097656,0
2024-11-07 04:00:00,1.0742292404174805,1.0742292404174805,1.073767900466919,1.0741138458251953,1.0741138458251953,0
2024-11-07 04:15:00,1.0739984512329102,1.074806571006775,1.0739984512329102,1.0743446350097656,1.0743446350097656,0
2024-11-07 04:30:00,1.0743446350097656,1.0743446350097656,1.0741138458251953,1.0741138458251953,1.0741138458251953,0
2024-11-07 04:45:00,1.0739984512329102,1.0742292404174805,1.0739984512329102,1.0739984512329102,1.0739984512329102,0
2024-11-07 05:00:00,1.0741138458251953,1.0744600296020508,1.0739984512329102,1.0743446350097656,1.0743446350097656,0
2024-11-07 05:15:00,1.0744600296020508,1.0744600296020508,1.0741138458251953,1.0743446350097656,1.0743446350097656,0
2024-11-07 05:30:00,1.0744600296020508,1.0744600296020508,1.0743446350097656,1.0744600296020508,1.0744600296020508,0
2024-11-07 05:45:00,1.0744600296020508,1.0750375986099243,1.0744600296020508,1.074806571006775,1.074806571006775,0
2024-11-07 06:00:00,1.0749220848083496,1.0749220848083496,1.0744600296020508,1.0744600296020508,1.0744600296020508,0
2024-11-07 06:15:00,1.0745755434036255,1.074806571006775,1.0744600296020508,1.074806571006775,1.074806571006775,0
2024-11-07 06:30:00,1.0750375986099243,1.0750375986099243,1.074806571006775,1.0750375986099243,1.0750375986099243,0
2024-11-07 06:45:00,1.0750375986099243,1.0752688646316528,1.074806571006775,1.0752688646316528,1.0752688646316528,0
2024-11-07 07:00:00,1.0750375986099243,1.0765421390533447,1.0749220848083496,1.076310396194458,1.076310396194458,0
2024-11-07 07:15:00,1.0764262676239014,1.0772379636764526,1.0764262676239014,1.0768898725509644,1.0768898725509644,0
2024-11-07 07:30:00,1.076658010482788,1.076774001121521,1.0759629011154175,1.0760787725448608,1.0760787725448608,0
2024-11-07 07:45:00,1.0764262676239014,1.0764262676239014,1.075384497642517,1.075384497642517,1.075384497642517,0
2024-11-07 08:00:00,1.0757315158843994,1.076310396194458,1.075384497642517,1.0761945247650146,1.0761945247650146,0
2024-11-07 08:15:00,1.0764262676239014,1.0773539543151855,1.0764262676239014,1.0772379636764526,1.0772379636764526,0
2024-11-07 08:30:00,1.0770059823989868,1.0771219730377197,1.0759629011154175,1.076310396194458,1.076310396194458,0
2024-11-07 08:45:00,1.0761945247650146,1.0773539543151855,1.0761945247650146,1.0771219730377197,1.0771219730377197,0
2024-11-07 09:00:00,1.0771219730377197,1.0771219730377197,1.076310396194458,1.076310396194458,1.076310396194458,0
